Customer Id,Name-Mont,Month date,Join date,Last date,Complain,Hour,First Name,Last Name,email id,Number,Name-com,Services,gender,Month,Final,State,Region,Monthcount,Connection type,Plan,Plan Category,Capacity,Data Utilization1,Data Uti Cat,Upgradation Type,Data Usage,Data Utilization,Week,Response time sec,Wait time s,Call Time sec,Complain Type,Final detail,Ticket ID,Status,joining duration,Complain and date duration,closer date,day,SLA Category,Technical Knowledge,Resolution Provide,Call take time,Final Score,Reason
S0002,S0002-2,19-Feb-21,19-Feb-21,,23-Feb-21,14,Clarisse,McAloren,cmcaloren1@weather.com,9033992217,Clarisse-McAloren,"Voice,Data",Male,Feb,Retain,Andhra Pradesh,South,2,Prepaid,199,Till 1.5 GB,45,66.67,61-80,Plan 299 3 GB+1 OTT,30,< 90 %,Week-8,144,> 60,462,Call Quality,FCR,T3-3028,Close,,,23-Feb-21,0,Within SLA,5,4,3,4,
S0002,S0002-2,19-Feb-21,19-Feb-21,,26-Feb-21,2,Clarisse,McAloren,cmcaloren1@weather.com,9033992217,Clarisse-McAloren,"Voice,Data",Male,Feb,Retain,Andhra Pradesh,South,2,Prepaid,199,Till 1.5 GB,45,66.67,61-80,Plan 299 3 GB+1 OTT,30,< 90 %,Week-8,144,> 60,165,Simcard issue,FCR,T3-3029,Close,,,26-Feb-21,0,Within SLA,5,5,1,4,
S0002,S0002-4,20-Apr-21,19-Feb-21,,21-Apr-21,1,Clarisse,McAloren,cmcaloren1@weather.com,9033992217,Clarisse-McAloren,"Voice,Data",Male,Apr,Retain,Andhra Pradesh,South,4,Prepaid,199,Till 1.5 GB,45,93.33,> 90,Plan 299 3 GB+1 OTT,42,> 90%,Week-17,59,50-60,656,Internet Not Working/Mobile setting,FCR,T3-3030,Close,,,21-Apr-21,0,Within SLA,3,4,2,3,
S0002,S0002-6,19-Jun-21,19-Feb-21,,20-Jun-21,10,Clarisse,McAloren,cmcaloren1@weather.com,9033992217,Clarisse-McAloren,"Voice,Data",Male,Jun,Retain,Andhra Pradesh,South,6,Prepaid,199,Till 1.5 GB,45,88.89,81-90,Plan 249 3 GB,40,< 90 %,Week-25,111,> 60,822,NW Fluctuation,FCR,T3-3031,Close,,,20-Jun-21,0,Within SLA,5,5,0,3,
S0004,S0004-11,17-Nov-21,21-Jan-21,,21-Nov-21,11,Darci,Giveen,dgiveen3@buzzfeed.com,9033992269,Darci-Giveen,"text,voice,data,Video",Female,Nov,Retain,Andhra Pradesh,South,11,Prepaid,299,Till 2.5 GB,75,86.67,81-90,Plan249 4 GB,65,< 90 %,Week-47,39,30-40,467,Coverage Issue,FCR,T3-3032,Close,,,21-Nov-21,0,Within SLA,3,5,3,4,
S0004,S0004-11,17-Nov-21,21-Jan-21,,24-Nov-21,13,Darci,Giveen,dgiveen3@buzzfeed.com,9033992269,Darci-Giveen,"text,voice,data,Video",Female,Nov,Retain,Andhra Pradesh,South,11,Prepaid,299,Till 2.5 GB,75,86.67,81-90,Plan249 4 GB,65,< 90 %,Week-47,39,30-40,675,Internet Not Working/Mobile setting,FCR,T3-3033,Close,,,24-Nov-21,0,Within SLA,5,4,3,4,
S0004,S0004-12,17-Dec-21,21-Jan-21,,18-Dec-21,9,Darci,Giveen,dgiveen3@buzzfeed.com,9033992269,Darci-Giveen,"text,voice,data,Video",Female,Dec,Retain,Andhra Pradesh,South,12,Prepaid,299,Till 2.5 GB,75,88,81-90,Plan249 4 GB,66,< 90 %,Week-51,87,> 60,616,Call Quality,FCR,T3-3034,Close,,,18-Dec-21,0,Within SLA,1,5,1,2,
S0004,S0004-2,20-Feb-21,21-Jan-21,,21-Feb-21,21,Darci,Giveen,dgiveen3@buzzfeed.com,9033992269,Darci-Giveen,"text,voice,data,Video",Female,Feb,Retain,Andhra Pradesh,South,2,Prepaid,299,Till 2.5 GB,75,73.33,61-80,Plan 399 4 GB+1 OTT,55,< 90 %,Week-8,88,> 60,846,Msg related,FCR,T3-3037,Close,,,21-Feb-21,0,Within SLA,4,5,1,3,
S0004,S0004-2,20-Feb-21,21-Jan-21,,24-Feb-21,12,Darci,Giveen,dgiveen3@buzzfeed.com,9033992269,Darci-Giveen,"text,voice,data,Video",Female,Feb,Retain,Andhra Pradesh,South,2,Prepaid,299,Till 2.5 GB,75,73.33,61-80,Plan 399 4 GB+1 OTT,55,< 90 %,Week-8,88,> 60,521,DND service related,FCR,T3-3036,Close,,,24-Feb-21,0,Within SLA,5,4,2,4,
S0004,S0004-2,20-Feb-21,21-Jan-21,,27-Feb-21,21,Darci,Giveen,dgiveen3@buzzfeed.com,9033992269,Darci-Giveen,"text,voice,data,Video",Female,Feb,Retain,Andhra Pradesh,South,2,Prepaid,299,Till 2.5 GB,75,73.33,61-80,Plan 399 4 GB+1 OTT,55,< 90 %,Week-8,88,> 60,437,Coverage Issue,FCR,T3-3035,Close,,,27-Feb-21,0,Within SLA,5,4,1,3,
S0004,S0004-3,22-Mar-21,21-Jan-21,,23-Mar-21,1,Darci,Giveen,dgiveen3@buzzfeed.com,9033992269,Darci-Giveen,"text,voice,data,Video",Female,Mar,Retain,Andhra Pradesh,South,3,Prepaid,299,Till 2.5 GB,75,94.67,> 90,Plan 399 4.5 GB+1 OTT,71,> 90%,Week-13,121,> 60,582,Volte related Issue,FCR,T3-3039,Close,,,23-Mar-21,0,Within SLA,5,4,2,4,
S0004,S0004-3,22-Mar-21,21-Jan-21,,29-Mar-21,20,Darci,Giveen,dgiveen3@buzzfeed.com,9033992269,Darci-Giveen,"text,voice,data,Video",Female,Apr,Retain,Andhra Pradesh,South,4,Prepaid,299,Till 2.5 GB,75,94.67,> 90,Plan 399 4.5 GB+1 OTT,71,> 90%,Week-13,121,> 60,257,Simcard issue,FCR,T3-3038,Close,,,29-Mar-21,0,Within SLA,5,5,0,3,
S0004,S0004-4,21-Apr-21,21-Jan-21,,22-Apr-21,9,Darci,Giveen,dgiveen3@buzzfeed.com,9033992269,Darci-Giveen,"text,voice,data,Video",Female,Apr,Retain,Andhra Pradesh,South,4,Prepaid,299,Till 2.5 GB,75,97.33,> 95,Plan 399 4.5 GB+1 OTT,73,> 90%,Week-17,150,> 60,845,Volte related Issue,FCR,T3-3040,Close,,,22-Apr-21,0,Within SLA,4,4,2,3,
S0004,S0004-5,21-May-21,21-Jan-21,,22-May-21,18,Darci,Giveen,dgiveen3@buzzfeed.com,9033992269,Darci-Giveen,"text,voice,data,Video",Female,May,Retain,Andhra Pradesh,South,5,Prepaid,299,Till 2.5 GB,75,88,81-90,Plan249 4 GB,66,< 90 %,Week-21,100,> 60,453,DND service related,FCR,T3-3042,Close,,,22-May-21,0,Within SLA,5,5,0,3,
S0004,S0004-5,21-May-21,21-Jan-21,,25-May-21,21,Darci,Giveen,dgiveen3@buzzfeed.com,9033992269,Darci-Giveen,"text,voice,data,Video",Female,May,Retain,Andhra Pradesh,South,5,Prepaid,299,Till 2.5 GB,75,88,81-90,Plan249 4 GB,66,< 90 %,Week-21,100,> 60,199,Coverage Issue,FCR,T3-3041,Close,,,25-May-21,0,Within SLA,5,5,0,3,
S0004,S0004-6,20-Jun-21,21-Jan-21,,21-Jun-21,19,Darci,Giveen,dgiveen3@buzzfeed.com,9033992269,Darci-Giveen,"text,voice,data,Video",Female,Jun,Retain,Andhra Pradesh,South,6,Prepaid,299,Till 2.5 GB,75,94.67,> 90,Plan 399 4.5 GB+1 OTT,71,> 90%,Week-26,59,50-60,256,NW Fluctuation,FCR,T3-3043,Close,,,21-Jun-21,0,Within SLA,5,5,2,4,
S0004,S0004-7,20-Jul-21,21-Jan-21,,21-Jul-21,10,Darci,Giveen,dgiveen3@buzzfeed.com,9033992269,Darci-Giveen,"text,voice,data,Video",Female,Jul,Retain,Andhra Pradesh,South,7,Prepaid,299,Till 2.5 GB,75,81.33,81-90,Plan249 4 GB,61,< 90 %,Week-30,8,0-10,872,Simcard issue,FCR,T3-3044,Close,,,21-Jul-21,0,Within SLA,0,4,5,3,
S0004,S0004-8,19-Aug-21,21-Jan-21,,26-Aug-21,21,Darci,Giveen,dgiveen3@buzzfeed.com,9033992269,Darci-Giveen,"text,voice,data,Video",Female,Aug,Retain,Andhra Pradesh,South,8,Prepaid,299,Till 2.5 GB,75,85.33,81-90,Plan249 4 GB,64,< 90 %,Week-34,145,> 60,613,Msg related,FCR,T3-3045,Close,,,26-Aug-21,0,Within SLA,4,5,0,3,
S0006,S0006-1,14-Jan-21,14-Jan-21,,15-Jan-21,20,Symon,Kettell,skettell5@cyberchimps.com,9033992281,Symon-Kettell,"text,voice,data,Video",Male,Jan,New,Andhra Pradesh,South,1,Prepaid,299,Till 2.5 GB,75,90.67,> 90,Plan 399 4.5 GB+1 OTT,68,> 90%,Week-3,79,> 60,271,Data Speed Issue,FCR,T3-3051,Close,,,15-Jan-21,0,Within SLA,5,5,0,3,
S0006,S0006-1,14-Jan-21,14-Jan-21,,18-Jan-21,19,Symon,Kettell,skettell5@cyberchimps.com,9033992281,Symon-Kettell,"text,voice,data,Video",Male,Jan,New,Andhra Pradesh,South,1,Prepaid,299,Till 2.5 GB,75,90.67,> 90,Plan 399 4.5 GB+1 OTT,68,> 90%,Week-3,79,> 60,237,NW Fluctuation,FCR,T3-3052,Close,,,18-Jan-21,0,Within SLA,5,5,1,4,
S0006,S0006-10,11-Oct-21,14-Jan-21,,12-Oct-21,11,Symon,Kettell,skettell5@cyberchimps.com,9033992281,Symon-Kettell,"text,voice,data,Video",Male,Oct,Retain,Andhra Pradesh,South,10,Prepaid,299,Till 2.5 GB,75,81.33,81-90,Plan249 4 GB,61,< 90 %,Week-42,65,> 60,142,Data Speed Issue,FCR,T3-3047,Close,,,12-Oct-21,0,Within SLA,4,4,2,3,
S0006,S0006-10,11-Oct-21,14-Jan-21,,15-Oct-21,21,Symon,Kettell,skettell5@cyberchimps.com,9033992281,Symon-Kettell,"text,voice,data,Video",Male,Oct,Retain,Andhra Pradesh,South,10,Prepaid,299,Till 2.5 GB,75,81.33,81-90,Plan249 4 GB,61,< 90 %,Week-42,65,> 60,131,Coverage Issue,FCR,T3-3046,Close,,,15-Oct-21,0,Within SLA,1,4,1,2,
S0006,S0006-11,10-Nov-21,14-Jan-21,,11-Nov-21,10,Symon,Kettell,skettell5@cyberchimps.com,9033992281,Symon-Kettell,"text,voice,data,Video",Male,Nov,Retain,Andhra Pradesh,South,11,Prepaid,299,Till 2.5 GB,75,73.33,61-80,Plan 399 4 GB+1 OTT,55,< 90 %,Week-46,3,0-10,386,Data Speed Issue,FCR,T3-3048,Close,,,11-Nov-21,0,Within SLA,2,4,5,4,
S0006,S0006-11,10-Nov-21,14-Jan-21,,17-Nov-21,23,Symon,Kettell,skettell5@cyberchimps.com,9033992281,Symon-Kettell,"text,voice,data,Video",Male,Nov,Retain,Andhra Pradesh,South,11,Prepaid,299,Till 2.5 GB,75,73.33,61-80,Plan 399 4 GB+1 OTT,55,< 90 %,Week-46,3,0-10,134,Simcard issue,FCR,T3-3049,Close,,,17-Nov-21,0,Within SLA,2,4,5,4,
S0006,S0006-12,10-Dec-21,14-Jan-21,,11-Dec-21,12,Symon,Kettell,skettell5@cyberchimps.com,9033992281,Symon-Kettell,"text,voice,data,Video",Male,Dec,Retain,Andhra Pradesh,South,12,Prepaid,299,Till 2.5 GB,75,92,> 90,Plan 399 4.5 GB+1 OTT,69,> 90%,Week-50,85,> 60,277,Data Speed Issue,FCR,T3-3050,Close,,,11-Dec-21,0,Within SLA,4,4,1,3,
S0006,S0006-3,15-Mar-21,14-Jan-21,,16-Mar-21,11,Symon,Kettell,skettell5@cyberchimps.com,9033992281,Symon-Kettell,"text,voice,data,Video",Male,Mar,Retain,Andhra Pradesh,South,3,Prepaid,299,Till 2.5 GB,75,74.67,61-80,Plan 399 4 GB+1 OTT,56,< 90 %,Week-12,141,> 60,457,Data Speed Issue,FCR,T3-3053,Close,,,16-Mar-21,0,Within SLA,4,4,2,3,
S0006,S0006-5,14-May-21,14-Jan-21,,15-May-21,12,Symon,Kettell,skettell5@cyberchimps.com,9033992281,Symon-Kettell,"text,voice,data,Video",Male,May,Retain,Andhra Pradesh,South,5,Prepaid,299,Till 2.5 GB,75,80,61-80,Plan 399 4 GB+1 OTT,60,< 90 %,Week-20,19,20-Nov,532,DND service related,FCR,T3-3054,Close,,,15-May-21,0,Within SLA,5,5,5,5,
S0006,S0006-6,13-Jun-21,14-Jan-21,,14-Jun-21,19,Symon,Kettell,skettell5@cyberchimps.com,9033992281,Symon-Kettell,"text,voice,data,Video",Male,Jun,Retain,Andhra Pradesh,South,6,Prepaid,299,Till 2.5 GB,75,93.33,> 90,Plan 399 4.5 GB+1 OTT,70,> 90%,Week-25,137,> 60,528,Data Speed Issue,FCR,T3-3055,Close,,,14-Jun-21,0,Within SLA,4,4,0,3,
S0006,S0006-8,12-Aug-21,14-Jan-21,,13-Aug-21,18,Symon,Kettell,skettell5@cyberchimps.com,9033992281,Symon-Kettell,"text,voice,data,Video",Male,Aug,Retain,Andhra Pradesh,South,8,Prepaid,299,Till 2.5 GB,75,81.33,81-90,Plan249 4 GB,61,< 90 %,Week-33,88,> 60,227,NW Fluctuation,FCR,T3-3056,Close,,,13-Aug-21,0,Within SLA,3,5,1,3,
S0006,S0006-9,11-Sep-21,14-Jan-21,,12-Sep-21,19,Symon,Kettell,skettell5@cyberchimps.com,9033992281,Symon-Kettell,"text,voice,data,Video",Male,Sep,Retain,Andhra Pradesh,South,9,Prepaid,299,Till 2.5 GB,75,81.33,81-90,Plan249 4 GB,61,< 90 %,Week-37,35,30-40,508,NW Fluctuation,FCR,T3-3057,Close,,,12-Sep-21,0,Within SLA,5,5,3,4,
S0007,S0007-11,12-Nov-21,16-Jan-21,,13-Nov-21,21,Hanny,Lazar,hlazar6@over-blog.com,9033992289,Hanny-Lazar,"Voice,Data",Female,Nov,Retain,Andhra Pradesh,South,11,Postpaid,399,Till 3.5 GB,105,88.57,81-90,Plan 349 5 GB,93,< 90 %,Week-46,54,50-60,473,Data Speed Issue,FCR,T3-3058,Close,,,13-Nov-21,0,Within SLA,0,4,2,2,
S0007,S0007-12,12-Dec-21,16-Jan-21,,13-Dec-21,18,Hanny,Lazar,hlazar6@over-blog.com,9033992289,Hanny-Lazar,"Voice,Data",Female,Dec,Retain,Andhra Pradesh,South,12,Postpaid,399,Till 3.5 GB,105,97.14,> 95,Plan 499 5 GB+1 OTT,102,> 90%,Week-51,104,> 60,462,DND service related,FCR,T3-3060,Close,,,13-Dec-21,0,Within SLA,0,5,3,3,
S0007,S0007-12,12-Dec-21,16-Jan-21,,16-Dec-21,22,Hanny,Lazar,hlazar6@over-blog.com,9033992289,Hanny-Lazar,"Voice,Data",Female,Dec,Retain,Andhra Pradesh,South,12,Postpaid,399,Till 3.5 GB,105,97.14,> 95,Plan 499 5 GB+1 OTT,102,> 90%,Week-51,104,> 60,564,Data Speed Issue,FCR,T3-3059,Close,,,16-Dec-21,0,Within SLA,4,5,1,3,
S0007,S0007-2,15-Feb-21,16-Jan-21,,16-Feb-21,6,Hanny,Lazar,hlazar6@over-blog.com,9033992289,Hanny-Lazar,"Voice,Data",Female,Feb,Retain,Andhra Pradesh,South,2,Postpaid,399,Till 3.5 GB,105,93.33,> 90,Plan 499 5 GB+1 OTT,98,> 90%,Week-8,74,> 60,424,Bill Related Query,FCR,T3-3061,Close,,,16-Feb-21,0,Within SLA,3,4,2,3,
S0007,S0007-3,17-Mar-21,16-Jan-21,,18-Mar-21,18,Hanny,Lazar,hlazar6@over-blog.com,9033992289,Hanny-Lazar,"Voice,Data",Female,Mar,Retain,Andhra Pradesh,South,3,Postpaid,399,Till 3.5 GB,105,100,> 95,Plan 499 5 GB+1 OTT,105,> 90%,Week-12,135,> 60,684,Data Speed Issue,FCR,T3-3063,Close,,,18-Mar-21,0,Within SLA,3,5,3,4,
S0007,S0007-3,17-Mar-21,16-Jan-21,,21-Mar-21,10,Hanny,Lazar,hlazar6@over-blog.com,9033992289,Hanny-Lazar,"Voice,Data",Female,Mar,Retain,Andhra Pradesh,South,3,Postpaid,399,Till 3.5 GB,105,100,> 95,Plan 499 5 GB+1 OTT,105,> 90%,Week-12,135,> 60,430,Bill Related Query,FCR,T3-3062,Close,,,21-Mar-21,0,Within SLA,0,4,3,2,
S0007,S0007-4,16-Apr-21,16-Jan-21,,17-Apr-21,21,Hanny,Lazar,hlazar6@over-blog.com,9033992289,Hanny-Lazar,"Voice,Data",Female,Apr,Retain,Andhra Pradesh,South,4,Postpaid,399,Till 3.5 GB,105,100,> 95,Plan 499 5 GB+1 OTT,105,> 90%,Week-16,82,> 60,792,Bill Related Query,FCR,T3-3064,Close,,,17-Apr-21,0,Within SLA,5,4,3,4,
S0007,S0007-5,16-May-21,16-Jan-21,,17-May-21,20,Hanny,Lazar,hlazar6@over-blog.com,9033992289,Hanny-Lazar,"Voice,Data",Female,May,Retain,Andhra Pradesh,South,5,Postpaid,399,Till 3.5 GB,105,91.43,> 90,Plan 499 5 GB+1 OTT,96,> 90%,Week-21,120,> 60,586,Bill Related Query,FCR,T3-3065,Close,,,17-May-21,0,Within SLA,5,4,1,3,
S0007,S0007-8,14-Aug-21,16-Jan-21,,18-Aug-21,21,Hanny,Lazar,hlazar6@over-blog.com,9033992289,Hanny-Lazar,"Voice,Data",Female,Aug,Retain,Andhra Pradesh,South,8,Postpaid,399,Till 3.5 GB,105,95.24,> 95,Plan 499 5 GB+1 OTT,100,> 90%,Week-33,121,> 60,279,Data Speed Issue,FCR,T3-3066,Close,,,18-Aug-21,0,Within SLA,4,5,0,3,
S0007,S0007-9,13-Sep-21,16-Jan-21,,14-Sep-21,16,Hanny,Lazar,hlazar6@over-blog.com,9033992289,Hanny-Lazar,"Voice,Data",Female,Sep,Retain,Andhra Pradesh,South,9,Postpaid,399,Till 3.5 GB,105,93.33,> 90,Plan 499 5 GB+1 OTT,98,> 90%,Week-38,76,> 60,512,NW Fluctuation,FCR,T3-3067,Close,,,14-Sep-21,0,Within SLA,5,4,3,4,
S0008,S0008-12,19-Dec-21,22-Feb-21,,20-Dec-21,15,Isa,Domican,idomican7@princeton.edu,9033992305,Isa-Domican,"Voice,Data",Male,Dec,Retain,Andhra Pradesh,South,12,Prepaid,199,Till 1.5 GB,45,84.44,81-90,Plan 249 3 GB,38,< 90 %,Week-52,71,> 60,605,Coverage Issue,FCR,T3-3068,Close,,,20-Dec-21,0,Within SLA,0,4,1,2,
S0008,S0008-3,24-Mar-21,22-Feb-21,,28-Mar-21,17,Isa,Domican,idomican7@princeton.edu,9033992305,Isa-Domican,"Voice,Data",Male,Mar,Retain,Andhra Pradesh,South,3,Prepaid,199,Till 1.5 GB,45,91.11,> 90,Plan 299 3 GB+1 OTT,41,> 90%,Week-13,54,50-60,384,Call Quality,FCR,T3-3069,Close,,,28-Mar-21,0,Within SLA,5,5,2,4,
S0008,S0008-4,23-Apr-21,22-Feb-21,,24-Apr-21,16,Isa,Domican,idomican7@princeton.edu,9033992305,Isa-Domican,"Voice,Data",Male,Apr,Retain,Andhra Pradesh,South,4,Prepaid,199,Till 1.5 GB,45,64.44,61-80,Plan 299 3 GB+1 OTT,29,< 90 %,Week-17,101,> 60,432,Coverage Issue,FCR,T3-3070,Close,,,24-Apr-21,0,Within SLA,1,5,0,2,
S0008,S0008-5,23-May-21,22-Feb-21,,24-May-21,12,Isa,Domican,idomican7@princeton.edu,9033992305,Isa-Domican,"Voice,Data",Male,May,Retain,Andhra Pradesh,South,5,Prepaid,199,Till 1.5 GB,45,71.11,61-80,Plan 299 3 GB+1 OTT,32,< 90 %,Week-22,89,> 60,620,Call Quality,FCR,T3-3071,Close,,,24-May-21,0,Within SLA,2,5,3,3,
S0008,S0008-6,22-Jun-21,22-Feb-21,,23-Jun-21,15,Isa,Domican,idomican7@princeton.edu,9033992305,Isa-Domican,"Voice,Data",Male,Jun,Retain,Andhra Pradesh,South,6,Prepaid,199,Till 1.5 GB,45,75.56,61-80,Plan 299 3 GB+1 OTT,34,< 90 %,Week-26,102,> 60,829,NW Fluctuation,FCR,T3-3073,Close,,,23-Jun-21,0,Within SLA,4,5,3,4,
